onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s011	2	0
10.01	11.8	coherent	MotionLoc	SAXE_NES2_s011	2	1
21.86	11.8	incoherent	MotionLoc	SAXE_NES2_s011	2	2
33.688	11.8	coherent	MotionLoc	SAXE_NES2_s011	2	3
45.535	11.8	incoherent	MotionLoc	SAXE_NES2_s011	2	4
57.382	11.8	coherent	MotionLoc	SAXE_NES2_s011	2	5
69.233	11.8	incoherent	MotionLoc	SAXE_NES2_s011	2	6
81.073	11.8	coherent	MotionLoc	SAXE_NES2_s011	2	7
92.92	11.8	incoherent	MotionLoc	SAXE_NES2_s011	2	8
104.77	11.8	coherent	MotionLoc	SAXE_NES2_s011	2	9
116.61	11.8	incoherent	MotionLoc	SAXE_NES2_s011	2	10
128.46	11.8	coherent	MotionLoc	SAXE_NES2_s011	2	11
140.3	11.8	incoherent	MotionLoc	SAXE_NES2_s011	2	12
152.15	11.8	coherent	MotionLoc	SAXE_NES2_s011	2	13
164.0	11.8	incoherent	MotionLoc	SAXE_NES2_s011	2	14
175.84	11.8	coherent	MotionLoc	SAXE_NES2_s011	2	15
187.69	11.8	incoherent	MotionLoc	SAXE_NES2_s011	2	16
199.53	11.8	coherent	MotionLoc	SAXE_NES2_s011	2	17
211.38	11.8	incoherent	MotionLoc	SAXE_NES2_s011	2	18
223.23	11.8	coherent	MotionLoc	SAXE_NES2_s011	2	19
235.07	11.8	incoherent	MotionLoc	SAXE_NES2_s011	2	20
246.92	11.8	coherent	MotionLoc	SAXE_NES2_s011	2	21
258.77	11.8	incoherent	MotionLoc	SAXE_NES2_s011	2	22
