onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s009	2	0
10.012	11.8	coherent	MotionLoc	SAXE_NES2_s009	2	1
21.863	11.8	incoherent	MotionLoc	SAXE_NES2_s009	2	2
33.706	11.8	coherent	MotionLoc	SAXE_NES2_s009	2	3
45.554	11.8	incoherent	MotionLoc	SAXE_NES2_s009	2	4
57.398	11.8	coherent	MotionLoc	SAXE_NES2_s009	2	5
69.245	11.8	incoherent	MotionLoc	SAXE_NES2_s009	2	6
81.09	11.8	coherent	MotionLoc	SAXE_NES2_s009	2	7
92.939	11.8	incoherent	MotionLoc	SAXE_NES2_s009	2	8
104.78	11.8	coherent	MotionLoc	SAXE_NES2_s009	2	9
116.63	11.8	incoherent	MotionLoc	SAXE_NES2_s009	2	10
128.48	11.8	coherent	MotionLoc	SAXE_NES2_s009	2	11
140.32	11.8	incoherent	MotionLoc	SAXE_NES2_s009	2	12
152.17	11.8	coherent	MotionLoc	SAXE_NES2_s009	2	13
164.02	11.8	incoherent	MotionLoc	SAXE_NES2_s009	2	14
175.86	11.8	coherent	MotionLoc	SAXE_NES2_s009	2	15
187.69	11.8	incoherent	MotionLoc	SAXE_NES2_s009	2	16
199.54	11.8	coherent	MotionLoc	SAXE_NES2_s009	2	17
211.38	11.8	incoherent	MotionLoc	SAXE_NES2_s009	2	18
223.23	11.8	coherent	MotionLoc	SAXE_NES2_s009	2	19
235.06	11.8	incoherent	MotionLoc	SAXE_NES2_s009	2	20
246.9	11.8	coherent	MotionLoc	SAXE_NES2_s009	2	21
258.75	11.8	incoherent	MotionLoc	SAXE_NES2_s009	2	22
