onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s022	2	0
10.004	11.8	coherent	MotionLoc	SAXE_NES2_s022	2	1
21.851	11.8	incoherent	MotionLoc	SAXE_NES2_s022	2	2
33.696	11.8	coherent	MotionLoc	SAXE_NES2_s022	2	3
45.543	11.8	incoherent	MotionLoc	SAXE_NES2_s022	2	4
57.388	11.8	coherent	MotionLoc	SAXE_NES2_s022	2	5
69.24	11.8	incoherent	MotionLoc	SAXE_NES2_s022	2	6
81.083	11.8	coherent	MotionLoc	SAXE_NES2_s022	2	7
92.927	11.8	incoherent	MotionLoc	SAXE_NES2_s022	2	8
104.77	11.8	coherent	MotionLoc	SAXE_NES2_s022	2	9
116.62	11.8	incoherent	MotionLoc	SAXE_NES2_s022	2	10
128.46	11.8	coherent	MotionLoc	SAXE_NES2_s022	2	11
140.31	11.8	incoherent	MotionLoc	SAXE_NES2_s022	2	12
152.16	11.8	coherent	MotionLoc	SAXE_NES2_s022	2	13
164.01	11.8	incoherent	MotionLoc	SAXE_NES2_s022	2	14
175.85	11.8	coherent	MotionLoc	SAXE_NES2_s022	2	15
187.7	11.8	incoherent	MotionLoc	SAXE_NES2_s022	2	16
199.54	11.8	coherent	MotionLoc	SAXE_NES2_s022	2	17
211.39	11.8	incoherent	MotionLoc	SAXE_NES2_s022	2	18
223.23	11.8	coherent	MotionLoc	SAXE_NES2_s022	2	19
235.06	11.8	incoherent	MotionLoc	SAXE_NES2_s022	2	20
246.91	11.8	coherent	MotionLoc	SAXE_NES2_s022	2	21
258.76	11.8	incoherent	MotionLoc	SAXE_NES2_s022	2	22
