onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s030	2	0
10.012	11.8	coherent	MotionLoc	SAXE_NES2_s030	2	1
21.857	11.8	incoherent	MotionLoc	SAXE_NES2_s030	2	2
33.699	11.8	coherent	MotionLoc	SAXE_NES2_s030	2	3
45.525	11.8	incoherent	MotionLoc	SAXE_NES2_s030	2	4
57.375	11.8	coherent	MotionLoc	SAXE_NES2_s030	2	5
69.228	11.8	incoherent	MotionLoc	SAXE_NES2_s030	2	6
81.071	11.8	coherent	MotionLoc	SAXE_NES2_s030	2	7
92.911	11.8	incoherent	MotionLoc	SAXE_NES2_s030	2	8
104.76	11.8	coherent	MotionLoc	SAXE_NES2_s030	2	9
116.6	11.8	incoherent	MotionLoc	SAXE_NES2_s030	2	10
128.45	11.8	coherent	MotionLoc	SAXE_NES2_s030	2	11
140.3	11.8	incoherent	MotionLoc	SAXE_NES2_s030	2	12
152.14	11.8	coherent	MotionLoc	SAXE_NES2_s030	2	13
163.99	11.8	incoherent	MotionLoc	SAXE_NES2_s030	2	14
175.83	11.8	coherent	MotionLoc	SAXE_NES2_s030	2	15
187.68	11.8	incoherent	MotionLoc	SAXE_NES2_s030	2	16
199.53	11.8	coherent	MotionLoc	SAXE_NES2_s030	2	17
211.37	11.8	incoherent	MotionLoc	SAXE_NES2_s030	2	18
223.22	11.8	coherent	MotionLoc	SAXE_NES2_s030	2	19
235.07	11.8	incoherent	MotionLoc	SAXE_NES2_s030	2	20
246.91	11.8	coherent	MotionLoc	SAXE_NES2_s030	2	21
258.76	11.8	incoherent	MotionLoc	SAXE_NES2_s030	2	22
