onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s011	1	0
10.011	11.8	coherent	MotionLoc	SAXE_NES2_s011	1	1
21.857	11.8	incoherent	MotionLoc	SAXE_NES2_s011	1	2
33.702	11.8	coherent	MotionLoc	SAXE_NES2_s011	1	3
45.544	11.8	incoherent	MotionLoc	SAXE_NES2_s011	1	4
57.393	11.8	coherent	MotionLoc	SAXE_NES2_s011	1	5
69.239	11.8	incoherent	MotionLoc	SAXE_NES2_s011	1	6
81.083	11.8	coherent	MotionLoc	SAXE_NES2_s011	1	7
92.932	11.8	incoherent	MotionLoc	SAXE_NES2_s011	1	8
104.77	11.8	coherent	MotionLoc	SAXE_NES2_s011	1	9
116.62	11.8	incoherent	MotionLoc	SAXE_NES2_s011	1	10
128.47	11.8	coherent	MotionLoc	SAXE_NES2_s011	1	11
140.31	11.8	incoherent	MotionLoc	SAXE_NES2_s011	1	12
152.14	11.8	coherent	MotionLoc	SAXE_NES2_s011	1	13
163.99	11.8	incoherent	MotionLoc	SAXE_NES2_s011	1	14
175.84	11.8	coherent	MotionLoc	SAXE_NES2_s011	1	15
187.68	11.8	incoherent	MotionLoc	SAXE_NES2_s011	1	16
199.53	11.8	coherent	MotionLoc	SAXE_NES2_s011	1	17
211.38	11.8	incoherent	MotionLoc	SAXE_NES2_s011	1	18
223.22	11.8	coherent	MotionLoc	SAXE_NES2_s011	1	19
235.07	11.8	incoherent	MotionLoc	SAXE_NES2_s011	1	20
246.91	11.8	coherent	MotionLoc	SAXE_NES2_s011	1	21
258.76	11.8	incoherent	MotionLoc	SAXE_NES2_s011	1	22
