onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s025	2	0
10.011	11.8	coherent	MotionLoc	SAXE_NES2_s025	2	1
21.863	11.8	incoherent	MotionLoc	SAXE_NES2_s025	2	2
33.687	11.8	coherent	MotionLoc	SAXE_NES2_s025	2	3
45.536	11.8	incoherent	MotionLoc	SAXE_NES2_s025	2	4
57.381	11.8	coherent	MotionLoc	SAXE_NES2_s025	2	5
69.228	11.8	incoherent	MotionLoc	SAXE_NES2_s025	2	6
81.072	11.8	coherent	MotionLoc	SAXE_NES2_s025	2	7
92.919	11.8	incoherent	MotionLoc	SAXE_NES2_s025	2	8
104.77	11.8	coherent	MotionLoc	SAXE_NES2_s025	2	9
116.6	11.8	incoherent	MotionLoc	SAXE_NES2_s025	2	10
128.44	11.8	coherent	MotionLoc	SAXE_NES2_s025	2	11
140.29	11.8	incoherent	MotionLoc	SAXE_NES2_s025	2	12
152.13	11.8	coherent	MotionLoc	SAXE_NES2_s025	2	13
163.98	11.8	incoherent	MotionLoc	SAXE_NES2_s025	2	14
175.83	11.8	coherent	MotionLoc	SAXE_NES2_s025	2	15
187.67	11.8	incoherent	MotionLoc	SAXE_NES2_s025	2	16
199.52	11.8	coherent	MotionLoc	SAXE_NES2_s025	2	17
211.36	11.8	incoherent	MotionLoc	SAXE_NES2_s025	2	18
223.21	11.8	coherent	MotionLoc	SAXE_NES2_s025	2	19
235.06	11.8	incoherent	MotionLoc	SAXE_NES2_s025	2	20
246.9	11.8	coherent	MotionLoc	SAXE_NES2_s025	2	21
258.75	11.8	incoherent	MotionLoc	SAXE_NES2_s025	2	22
