onset	duration	trial_type	experiment_name	participant	block_order	run_accuracy_hard	run_accuracy_easy
0	16	fixation	spWMLoc	SAXE_NES2_s024	1	0.6666666666666666	0.75
16	32	easy	spWMLoc	SAXE_NES2_s024	1	0.6666666666666666	0.75
48	32	hard	spWMLoc	SAXE_NES2_s024	1	0.6666666666666666	0.75
80	32	hard	spWMLoc	SAXE_NES2_s024	1	0.6666666666666666	0.75
112	32	easy	spWMLoc	SAXE_NES2_s024	1	0.6666666666666666	0.75
144	16	fixation	spWMLoc	SAXE_NES2_s024	1	0.6666666666666666	0.75
160	32	hard	spWMLoc	SAXE_NES2_s024	1	0.6666666666666666	0.75
192	32	easy	spWMLoc	SAXE_NES2_s024	1	0.6666666666666666	0.75
224	32	easy	spWMLoc	SAXE_NES2_s024	1	0.6666666666666666	0.75
256	32	hard	spWMLoc	SAXE_NES2_s024	1	0.6666666666666666	0.75
288	16	fixation	spWMLoc	SAXE_NES2_s024	1	0.6666666666666666	0.75
304	32	easy	spWMLoc	SAXE_NES2_s024	1	0.6666666666666666	0.75
336	32	hard	spWMLoc	SAXE_NES2_s024	1	0.6666666666666666	0.75
368	32	hard	spWMLoc	SAXE_NES2_s024	1	0.6666666666666666	0.75
400	32	easy	spWMLoc	SAXE_NES2_s024	1	0.6666666666666666	0.75
432	16	fixation	spWMLoc	SAXE_NES2_s024	1	0.6666666666666666	0.75
