onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s014	1	0
10.01	11.8	coherent	MotionLoc	SAXE_NES2_s014	1	1
21.861	11.8	incoherent	MotionLoc	SAXE_NES2_s014	1	2
33.701	11.8	coherent	MotionLoc	SAXE_NES2_s014	1	3
45.547	11.8	incoherent	MotionLoc	SAXE_NES2_s014	1	4
57.393	11.8	coherent	MotionLoc	SAXE_NES2_s014	1	5
69.243	11.8	incoherent	MotionLoc	SAXE_NES2_s014	1	6
81.085	11.8	coherent	MotionLoc	SAXE_NES2_s014	1	7
92.932	11.8	incoherent	MotionLoc	SAXE_NES2_s014	1	8
104.78	11.8	coherent	MotionLoc	SAXE_NES2_s014	1	9
116.62	11.8	incoherent	MotionLoc	SAXE_NES2_s014	1	10
128.46	11.8	coherent	MotionLoc	SAXE_NES2_s014	1	11
140.3	11.8	incoherent	MotionLoc	SAXE_NES2_s014	1	12
152.15	11.8	coherent	MotionLoc	SAXE_NES2_s014	1	13
163.99	11.8	incoherent	MotionLoc	SAXE_NES2_s014	1	14
175.84	11.8	coherent	MotionLoc	SAXE_NES2_s014	1	15
187.69	11.8	incoherent	MotionLoc	SAXE_NES2_s014	1	16
199.53	11.8	coherent	MotionLoc	SAXE_NES2_s014	1	17
211.38	11.8	incoherent	MotionLoc	SAXE_NES2_s014	1	18
223.22	11.8	coherent	MotionLoc	SAXE_NES2_s014	1	19
235.07	11.8	incoherent	MotionLoc	SAXE_NES2_s014	1	20
246.91	11.8	coherent	MotionLoc	SAXE_NES2_s014	1	21
258.76	11.8	incoherent	MotionLoc	SAXE_NES2_s014	1	22
