onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s031	2	0
10.016	11.8	coherent	MotionLoc	SAXE_NES2_s031	2	1
21.85	11.8	incoherent	MotionLoc	SAXE_NES2_s031	2	2
33.696	11.8	coherent	MotionLoc	SAXE_NES2_s031	2	3
45.543	11.8	incoherent	MotionLoc	SAXE_NES2_s031	2	4
57.389	11.8	coherent	MotionLoc	SAXE_NES2_s031	2	5
69.235	11.8	incoherent	MotionLoc	SAXE_NES2_s031	2	6
81.081	11.8	coherent	MotionLoc	SAXE_NES2_s031	2	7
92.926	11.8	incoherent	MotionLoc	SAXE_NES2_s031	2	8
104.77	11.8	coherent	MotionLoc	SAXE_NES2_s031	2	9
116.62	11.8	incoherent	MotionLoc	SAXE_NES2_s031	2	10
128.47	11.8	coherent	MotionLoc	SAXE_NES2_s031	2	11
140.31	11.8	incoherent	MotionLoc	SAXE_NES2_s031	2	12
152.16	11.8	coherent	MotionLoc	SAXE_NES2_s031	2	13
164.0	11.8	incoherent	MotionLoc	SAXE_NES2_s031	2	14
175.85	11.8	coherent	MotionLoc	SAXE_NES2_s031	2	15
187.7	11.8	incoherent	MotionLoc	SAXE_NES2_s031	2	16
199.54	11.8	coherent	MotionLoc	SAXE_NES2_s031	2	17
211.37	11.8	incoherent	MotionLoc	SAXE_NES2_s031	2	18
223.22	11.8	coherent	MotionLoc	SAXE_NES2_s031	2	19
235.07	11.8	incoherent	MotionLoc	SAXE_NES2_s031	2	20
246.91	11.8	coherent	MotionLoc	SAXE_NES2_s031	2	21
258.76	11.8	incoherent	MotionLoc	SAXE_NES2_s031	2	22
