onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s010	2	0
10.011	11.8	coherent	MotionLoc	SAXE_NES2_s010	2	1
21.859	11.8	incoherent	MotionLoc	SAXE_NES2_s010	2	2
33.706	11.8	coherent	MotionLoc	SAXE_NES2_s010	2	3
45.549	11.8	incoherent	MotionLoc	SAXE_NES2_s010	2	4
57.396	11.8	coherent	MotionLoc	SAXE_NES2_s010	2	5
69.243	11.8	incoherent	MotionLoc	SAXE_NES2_s010	2	6
81.073	11.8	coherent	MotionLoc	SAXE_NES2_s010	2	7
92.92	11.8	incoherent	MotionLoc	SAXE_NES2_s010	2	8
104.76	11.8	coherent	MotionLoc	SAXE_NES2_s010	2	9
116.61	11.8	incoherent	MotionLoc	SAXE_NES2_s010	2	10
128.46	11.8	coherent	MotionLoc	SAXE_NES2_s010	2	11
140.3	11.8	incoherent	MotionLoc	SAXE_NES2_s010	2	12
152.13	11.8	coherent	MotionLoc	SAXE_NES2_s010	2	13
163.98	11.8	incoherent	MotionLoc	SAXE_NES2_s010	2	14
175.82	11.8	coherent	MotionLoc	SAXE_NES2_s010	2	15
187.67	11.8	incoherent	MotionLoc	SAXE_NES2_s010	2	16
199.52	11.8	coherent	MotionLoc	SAXE_NES2_s010	2	17
211.37	11.8	incoherent	MotionLoc	SAXE_NES2_s010	2	18
223.21	11.8	coherent	MotionLoc	SAXE_NES2_s010	2	19
235.05	11.8	incoherent	MotionLoc	SAXE_NES2_s010	2	20
246.9	11.8	coherent	MotionLoc	SAXE_NES2_s010	2	21
258.75	11.8	incoherent	MotionLoc	SAXE_NES2_s010	2	22
