onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s027	2	0
10.008	11.8	coherent	MotionLoc	SAXE_NES2_s027	2	1
21.857	11.8	incoherent	MotionLoc	SAXE_NES2_s027	2	2
33.704	11.8	coherent	MotionLoc	SAXE_NES2_s027	2	3
45.551	11.8	incoherent	MotionLoc	SAXE_NES2_s027	2	4
57.395	11.8	coherent	MotionLoc	SAXE_NES2_s027	2	5
69.246	11.8	incoherent	MotionLoc	SAXE_NES2_s027	2	6
81.09	11.8	coherent	MotionLoc	SAXE_NES2_s027	2	7
92.913	11.8	incoherent	MotionLoc	SAXE_NES2_s027	2	8
104.76	11.8	coherent	MotionLoc	SAXE_NES2_s027	2	9
116.61	11.8	incoherent	MotionLoc	SAXE_NES2_s027	2	10
128.45	11.8	coherent	MotionLoc	SAXE_NES2_s027	2	11
140.3	11.8	incoherent	MotionLoc	SAXE_NES2_s027	2	12
152.15	11.8	coherent	MotionLoc	SAXE_NES2_s027	2	13
163.99	11.8	incoherent	MotionLoc	SAXE_NES2_s027	2	14
175.84	11.8	coherent	MotionLoc	SAXE_NES2_s027	2	15
187.68	11.8	incoherent	MotionLoc	SAXE_NES2_s027	2	16
199.53	11.8	coherent	MotionLoc	SAXE_NES2_s027	2	17
211.38	11.8	incoherent	MotionLoc	SAXE_NES2_s027	2	18
223.22	11.8	coherent	MotionLoc	SAXE_NES2_s027	2	19
235.05	11.8	incoherent	MotionLoc	SAXE_NES2_s027	2	20
246.9	11.8	coherent	MotionLoc	SAXE_NES2_s027	2	21
258.75	11.8	incoherent	MotionLoc	SAXE_NES2_s027	2	22
