onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s015	1	0
10.009	11.8	coherent	MotionLoc	SAXE_NES2_s015	1	1
21.852	11.8	incoherent	MotionLoc	SAXE_NES2_s015	1	2
33.696	11.8	coherent	MotionLoc	SAXE_NES2_s015	1	3
45.54	11.8	incoherent	MotionLoc	SAXE_NES2_s015	1	4
57.369	11.8	coherent	MotionLoc	SAXE_NES2_s015	1	5
69.215	11.8	incoherent	MotionLoc	SAXE_NES2_s015	1	6
81.061	11.8	coherent	MotionLoc	SAXE_NES2_s015	1	7
92.911	11.8	incoherent	MotionLoc	SAXE_NES2_s015	1	8
104.76	11.8	coherent	MotionLoc	SAXE_NES2_s015	1	9
116.6	11.8	incoherent	MotionLoc	SAXE_NES2_s015	1	10
128.45	11.8	coherent	MotionLoc	SAXE_NES2_s015	1	11
140.29	11.8	incoherent	MotionLoc	SAXE_NES2_s015	1	12
152.14	11.8	coherent	MotionLoc	SAXE_NES2_s015	1	13
163.99	11.8	incoherent	MotionLoc	SAXE_NES2_s015	1	14
175.83	11.8	coherent	MotionLoc	SAXE_NES2_s015	1	15
187.68	11.8	incoherent	MotionLoc	SAXE_NES2_s015	1	16
199.52	11.8	coherent	MotionLoc	SAXE_NES2_s015	1	17
211.37	11.8	incoherent	MotionLoc	SAXE_NES2_s015	1	18
223.22	11.8	coherent	MotionLoc	SAXE_NES2_s015	1	19
235.06	11.8	incoherent	MotionLoc	SAXE_NES2_s015	1	20
246.91	11.8	coherent	MotionLoc	SAXE_NES2_s015	1	21
258.75	11.8	incoherent	MotionLoc	SAXE_NES2_s015	1	22
