onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s032	1	0
10.011	11.8	coherent	MotionLoc	SAXE_NES2_s032	1	1
21.862	11.8	incoherent	MotionLoc	SAXE_NES2_s032	1	2
33.703	11.8	coherent	MotionLoc	SAXE_NES2_s032	1	3
45.551	11.8	incoherent	MotionLoc	SAXE_NES2_s032	1	4
57.395	11.8	coherent	MotionLoc	SAXE_NES2_s032	1	5
69.247	11.8	incoherent	MotionLoc	SAXE_NES2_s032	1	6
81.09	11.8	coherent	MotionLoc	SAXE_NES2_s032	1	7
92.934	11.8	incoherent	MotionLoc	SAXE_NES2_s032	1	8
104.78	11.8	coherent	MotionLoc	SAXE_NES2_s032	1	9
116.63	11.8	incoherent	MotionLoc	SAXE_NES2_s032	1	10
128.47	11.8	coherent	MotionLoc	SAXE_NES2_s032	1	11
140.32	11.8	incoherent	MotionLoc	SAXE_NES2_s032	1	12
152.16	11.8	coherent	MotionLoc	SAXE_NES2_s032	1	13
164.01	11.8	incoherent	MotionLoc	SAXE_NES2_s032	1	14
175.82	11.8	coherent	MotionLoc	SAXE_NES2_s032	1	15
187.67	11.8	incoherent	MotionLoc	SAXE_NES2_s032	1	16
199.51	11.8	coherent	MotionLoc	SAXE_NES2_s032	1	17
211.36	11.8	incoherent	MotionLoc	SAXE_NES2_s032	1	18
223.21	11.8	coherent	MotionLoc	SAXE_NES2_s032	1	19
235.05	11.8	incoherent	MotionLoc	SAXE_NES2_s032	1	20
246.9	11.8	coherent	MotionLoc	SAXE_NES2_s032	1	21
258.75	11.8	incoherent	MotionLoc	SAXE_NES2_s032	1	22
