onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s029	1	0
10.012	11.8	coherent	MotionLoc	SAXE_NES2_s029	1	1
21.854	11.8	incoherent	MotionLoc	SAXE_NES2_s029	1	2
33.698	11.8	coherent	MotionLoc	SAXE_NES2_s029	1	3
45.544	11.8	incoherent	MotionLoc	SAXE_NES2_s029	1	4
57.39	11.8	coherent	MotionLoc	SAXE_NES2_s029	1	5
69.241	11.8	incoherent	MotionLoc	SAXE_NES2_s029	1	6
81.085	11.8	coherent	MotionLoc	SAXE_NES2_s029	1	7
92.925	11.8	incoherent	MotionLoc	SAXE_NES2_s029	1	8
104.77	11.8	coherent	MotionLoc	SAXE_NES2_s029	1	9
116.62	11.8	incoherent	MotionLoc	SAXE_NES2_s029	1	10
128.47	11.8	coherent	MotionLoc	SAXE_NES2_s029	1	11
140.31	11.8	incoherent	MotionLoc	SAXE_NES2_s029	1	12
152.16	11.8	coherent	MotionLoc	SAXE_NES2_s029	1	13
164.0	11.8	incoherent	MotionLoc	SAXE_NES2_s029	1	14
175.85	11.8	coherent	MotionLoc	SAXE_NES2_s029	1	15
187.69	11.8	incoherent	MotionLoc	SAXE_NES2_s029	1	16
199.54	11.8	coherent	MotionLoc	SAXE_NES2_s029	1	17
211.37	11.8	incoherent	MotionLoc	SAXE_NES2_s029	1	18
223.22	11.8	coherent	MotionLoc	SAXE_NES2_s029	1	19
235.06	11.8	incoherent	MotionLoc	SAXE_NES2_s029	1	20
246.91	11.8	coherent	MotionLoc	SAXE_NES2_s029	1	21
258.76	11.8	incoherent	MotionLoc	SAXE_NES2_s029	1	22
