onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s029	2	0
10.006	11.8	coherent	MotionLoc	SAXE_NES2_s029	2	1
21.86	11.8	incoherent	MotionLoc	SAXE_NES2_s029	2	2
33.701	11.8	coherent	MotionLoc	SAXE_NES2_s029	2	3
45.547	11.8	incoherent	MotionLoc	SAXE_NES2_s029	2	4
57.393	11.8	coherent	MotionLoc	SAXE_NES2_s029	2	5
69.239	11.8	incoherent	MotionLoc	SAXE_NES2_s029	2	6
81.085	11.8	coherent	MotionLoc	SAXE_NES2_s029	2	7
92.932	11.8	incoherent	MotionLoc	SAXE_NES2_s029	2	8
104.78	11.8	coherent	MotionLoc	SAXE_NES2_s029	2	9
116.62	11.8	incoherent	MotionLoc	SAXE_NES2_s029	2	10
128.47	11.8	coherent	MotionLoc	SAXE_NES2_s029	2	11
140.32	11.8	incoherent	MotionLoc	SAXE_NES2_s029	2	12
152.16	11.8	coherent	MotionLoc	SAXE_NES2_s029	2	13
164.01	11.8	incoherent	MotionLoc	SAXE_NES2_s029	2	14
175.85	11.8	coherent	MotionLoc	SAXE_NES2_s029	2	15
187.7	11.8	incoherent	MotionLoc	SAXE_NES2_s029	2	16
199.55	11.8	coherent	MotionLoc	SAXE_NES2_s029	2	17
211.39	11.8	incoherent	MotionLoc	SAXE_NES2_s029	2	18
223.24	11.8	coherent	MotionLoc	SAXE_NES2_s029	2	19
235.09	11.8	incoherent	MotionLoc	SAXE_NES2_s029	2	20
246.93	11.8	coherent	MotionLoc	SAXE_NES2_s029	2	21
258.78	11.8	incoherent	MotionLoc	SAXE_NES2_s029	2	22
