onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s002	2	0
10.012	11.8	coherent	MotionLoc	SAXE_NES2_s002	2	1
21.86	11.8	incoherent	MotionLoc	SAXE_NES2_s002	2	2
33.684	11.8	coherent	MotionLoc	SAXE_NES2_s002	2	3
45.533	11.8	incoherent	MotionLoc	SAXE_NES2_s002	2	4
57.379	11.8	coherent	MotionLoc	SAXE_NES2_s002	2	5
69.225	11.8	incoherent	MotionLoc	SAXE_NES2_s002	2	6
81.072	11.8	coherent	MotionLoc	SAXE_NES2_s002	2	7
92.92	11.8	incoherent	MotionLoc	SAXE_NES2_s002	2	8
104.76	11.8	coherent	MotionLoc	SAXE_NES2_s002	2	9
116.61	11.8	incoherent	MotionLoc	SAXE_NES2_s002	2	10
128.46	11.8	coherent	MotionLoc	SAXE_NES2_s002	2	11
140.3	11.8	incoherent	MotionLoc	SAXE_NES2_s002	2	12
152.15	11.8	coherent	MotionLoc	SAXE_NES2_s002	2	13
163.99	11.8	incoherent	MotionLoc	SAXE_NES2_s002	2	14
175.84	11.8	coherent	MotionLoc	SAXE_NES2_s002	2	15
187.69	11.8	incoherent	MotionLoc	SAXE_NES2_s002	2	16
199.53	11.8	coherent	MotionLoc	SAXE_NES2_s002	2	17
211.35	11.8	incoherent	MotionLoc	SAXE_NES2_s002	2	18
223.19	11.8	coherent	MotionLoc	SAXE_NES2_s002	2	19
235.04	11.8	incoherent	MotionLoc	SAXE_NES2_s002	2	20
246.88	11.8	coherent	MotionLoc	SAXE_NES2_s002	2	21
258.73	11.8	incoherent	MotionLoc	SAXE_NES2_s002	2	22
