onset	duration	trial_type	experiment_name	participant	block_order	run_accuracy_hard	run_accuracy_easy
0	16	fixation	spWMLoc	SAXE_NES2_s017	1	0.7916666666666666	0.9583333333333334
16	32	easy	spWMLoc	SAXE_NES2_s017	1	0.7916666666666666	0.9583333333333334
48	32	hard	spWMLoc	SAXE_NES2_s017	1	0.7916666666666666	0.9583333333333334
80	32	hard	spWMLoc	SAXE_NES2_s017	1	0.7916666666666666	0.9583333333333334
112	32	easy	spWMLoc	SAXE_NES2_s017	1	0.7916666666666666	0.9583333333333334
144	16	fixation	spWMLoc	SAXE_NES2_s017	1	0.7916666666666666	0.9583333333333334
160	32	hard	spWMLoc	SAXE_NES2_s017	1	0.7916666666666666	0.9583333333333334
192	32	easy	spWMLoc	SAXE_NES2_s017	1	0.7916666666666666	0.9583333333333334
224	32	easy	spWMLoc	SAXE_NES2_s017	1	0.7916666666666666	0.9583333333333334
256	32	hard	spWMLoc	SAXE_NES2_s017	1	0.7916666666666666	0.9583333333333334
288	16	fixation	spWMLoc	SAXE_NES2_s017	1	0.7916666666666666	0.9583333333333334
304	32	easy	spWMLoc	SAXE_NES2_s017	1	0.7916666666666666	0.9583333333333334
336	32	hard	spWMLoc	SAXE_NES2_s017	1	0.7916666666666666	0.9583333333333334
368	32	hard	spWMLoc	SAXE_NES2_s017	1	0.7916666666666666	0.9583333333333334
400	32	easy	spWMLoc	SAXE_NES2_s017	1	0.7916666666666666	0.9583333333333334
432	16	fixation	spWMLoc	SAXE_NES2_s017	1	0.7916666666666666	0.9583333333333334
