onset	duration	trial_type	experiment_name	participant	block_order	run_accuracy_hard	run_accuracy_easy
0	16	fixation	spWMLoc	SAXE_NES2_s025	1	0.9583333333333334	1
16	32	easy	spWMLoc	SAXE_NES2_s025	1	0.9583333333333334	1
48	32	hard	spWMLoc	SAXE_NES2_s025	1	0.9583333333333334	1
80	32	hard	spWMLoc	SAXE_NES2_s025	1	0.9583333333333334	1
112	32	easy	spWMLoc	SAXE_NES2_s025	1	0.9583333333333334	1
144	16	fixation	spWMLoc	SAXE_NES2_s025	1	0.9583333333333334	1
160	32	hard	spWMLoc	SAXE_NES2_s025	1	0.9583333333333334	1
192	32	easy	spWMLoc	SAXE_NES2_s025	1	0.9583333333333334	1
224	32	easy	spWMLoc	SAXE_NES2_s025	1	0.9583333333333334	1
256	32	hard	spWMLoc	SAXE_NES2_s025	1	0.9583333333333334	1
288	16	fixation	spWMLoc	SAXE_NES2_s025	1	0.9583333333333334	1
304	32	easy	spWMLoc	SAXE_NES2_s025	1	0.9583333333333334	1
336	32	hard	spWMLoc	SAXE_NES2_s025	1	0.9583333333333334	1
368	32	hard	spWMLoc	SAXE_NES2_s025	1	0.9583333333333334	1
400	32	easy	spWMLoc	SAXE_NES2_s025	1	0.9583333333333334	1
432	16	fixation	spWMLoc	SAXE_NES2_s025	1	0.9583333333333334	1
