onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s024	2	0
10.007	11.8	coherent	MotionLoc	SAXE_NES2_s024	2	1
21.854	11.8	incoherent	MotionLoc	SAXE_NES2_s024	2	2
33.7	11.8	coherent	MotionLoc	SAXE_NES2_s024	2	3
45.546	11.8	incoherent	MotionLoc	SAXE_NES2_s024	2	4
57.391	11.8	coherent	MotionLoc	SAXE_NES2_s024	2	5
69.238	11.8	incoherent	MotionLoc	SAXE_NES2_s024	2	6
81.084	11.8	coherent	MotionLoc	SAXE_NES2_s024	2	7
92.931	11.8	incoherent	MotionLoc	SAXE_NES2_s024	2	8
104.78	11.8	coherent	MotionLoc	SAXE_NES2_s024	2	9
116.62	11.8	incoherent	MotionLoc	SAXE_NES2_s024	2	10
128.47	11.8	coherent	MotionLoc	SAXE_NES2_s024	2	11
140.32	11.8	incoherent	MotionLoc	SAXE_NES2_s024	2	12
152.16	11.8	coherent	MotionLoc	SAXE_NES2_s024	2	13
164.01	11.8	incoherent	MotionLoc	SAXE_NES2_s024	2	14
175.85	11.8	coherent	MotionLoc	SAXE_NES2_s024	2	15
187.7	11.8	incoherent	MotionLoc	SAXE_NES2_s024	2	16
199.55	11.8	coherent	MotionLoc	SAXE_NES2_s024	2	17
211.39	11.8	incoherent	MotionLoc	SAXE_NES2_s024	2	18
223.24	11.8	coherent	MotionLoc	SAXE_NES2_s024	2	19
235.08	11.8	incoherent	MotionLoc	SAXE_NES2_s024	2	20
246.93	11.8	coherent	MotionLoc	SAXE_NES2_s024	2	21
258.76	11.8	incoherent	MotionLoc	SAXE_NES2_s024	2	22
