onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s024	1	0
10.007	11.8	coherent	MotionLoc	SAXE_NES2_s024	1	1
21.848	11.8	incoherent	MotionLoc	SAXE_NES2_s024	1	2
33.693	11.8	coherent	MotionLoc	SAXE_NES2_s024	1	3
45.539	11.8	incoherent	MotionLoc	SAXE_NES2_s024	1	4
57.385	11.8	coherent	MotionLoc	SAXE_NES2_s024	1	5
69.231	11.8	incoherent	MotionLoc	SAXE_NES2_s024	1	6
81.06	11.8	coherent	MotionLoc	SAXE_NES2_s024	1	7
92.907	11.8	incoherent	MotionLoc	SAXE_NES2_s024	1	8
104.74	11.8	coherent	MotionLoc	SAXE_NES2_s024	1	9
116.58	11.8	incoherent	MotionLoc	SAXE_NES2_s024	1	10
128.41	11.8	coherent	MotionLoc	SAXE_NES2_s024	1	11
140.26	11.8	incoherent	MotionLoc	SAXE_NES2_s024	1	12
152.1	11.8	coherent	MotionLoc	SAXE_NES2_s024	1	13
163.95	11.8	incoherent	MotionLoc	SAXE_NES2_s024	1	14
175.8	11.8	coherent	MotionLoc	SAXE_NES2_s024	1	15
187.64	11.8	incoherent	MotionLoc	SAXE_NES2_s024	1	16
199.49	11.8	coherent	MotionLoc	SAXE_NES2_s024	1	17
211.33	11.8	incoherent	MotionLoc	SAXE_NES2_s024	1	18
223.18	11.8	coherent	MotionLoc	SAXE_NES2_s024	1	19
235.03	11.8	incoherent	MotionLoc	SAXE_NES2_s024	1	20
246.87	11.8	coherent	MotionLoc	SAXE_NES2_s024	1	21
258.72	11.8	incoherent	MotionLoc	SAXE_NES2_s024	1	22
