onset	duration	trial_type	experiment_name	participant	block_order	event
0.0	10.0	rest	MotionLoc	SAXE_NES2_s008	1	0
10.008	11.8	coherent	MotionLoc	SAXE_NES2_s008	1	1
21.857	11.8	incoherent	MotionLoc	SAXE_NES2_s008	1	2
33.703	11.8	coherent	MotionLoc	SAXE_NES2_s008	1	3
45.551	11.8	incoherent	MotionLoc	SAXE_NES2_s008	1	4
57.397	11.8	coherent	MotionLoc	SAXE_NES2_s008	1	5
69.24	11.8	incoherent	MotionLoc	SAXE_NES2_s008	1	6
81.088	11.8	coherent	MotionLoc	SAXE_NES2_s008	1	7
92.932	11.8	incoherent	MotionLoc	SAXE_NES2_s008	1	8
104.78	11.8	coherent	MotionLoc	SAXE_NES2_s008	1	9
116.62	11.8	incoherent	MotionLoc	SAXE_NES2_s008	1	10
128.47	11.8	coherent	MotionLoc	SAXE_NES2_s008	1	11
140.32	11.8	incoherent	MotionLoc	SAXE_NES2_s008	1	12
152.16	11.8	coherent	MotionLoc	SAXE_NES2_s008	1	13
164.01	11.8	incoherent	MotionLoc	SAXE_NES2_s008	1	14
175.86	11.8	coherent	MotionLoc	SAXE_NES2_s008	1	15
187.71	11.8	incoherent	MotionLoc	SAXE_NES2_s008	1	16
199.55	11.8	coherent	MotionLoc	SAXE_NES2_s008	1	17
211.39	11.8	incoherent	MotionLoc	SAXE_NES2_s008	1	18
223.24	11.8	coherent	MotionLoc	SAXE_NES2_s008	1	19
235.09	11.8	incoherent	MotionLoc	SAXE_NES2_s008	1	20
246.93	11.8	coherent	MotionLoc	SAXE_NES2_s008	1	21
258.78	11.8	incoherent	MotionLoc	SAXE_NES2_s008	1	22
